id,name,email,cpf,phone,address_street,address_number,address_complement,address_neighborhood,address_city,address_state,address_zip,is_active,created_at,updated_at,created_by_user_id,updated_by_user_id
757207b5-1f1d-4bb5-b241-1cddd336ffad,Cliente Exemplo 14,cliente_14@provedor.com.br,33286108337,11926296096,,,,,,,,True,2026-03-18 01:09:35,2026-03-18 01:09:35,,
7bbc73fd-6f6a-4b26-9824-73d88816935a,Cliente Exemplo 15,cliente_15@provedor.com.br,89929014200,11907859275,,,,,,,,True,2025-07-13 15:04:35,2025-07-13 15:04:35,,
e577066b-bbc3-4f5f-9703-9a96a68c902a,Cliente Exemplo 16,cliente_16@provedor.com.br,45031433725,11910370862,,,,,,,,True,2025-11-30 02:25:35,2025-11-30 02:25:35,,
2450343f-39e3-4b78-a52b-2fea58538de8,Cliente Exemplo 17,cliente_17@provedor.com.br,75215563829,11983645691,,,,,,,,True,2025-09-10 16:35:35,2025-09-10 16:35:35,,
2dd79122-7ae0-49f0-84c5-9ade852ed609,Cliente Exemplo 18,cliente_18@provedor.com.br,58519208270,11953040710,,,,,,,,True,2025-07-03 17:55:35,2025-07-03 17:55:35,,
b1cfabfb-f1cc-4c10-bd22-52231af92af5,Cliente Exemplo 19,cliente_19@provedor.com.br,1999548785,11987760622,,,,,,,,True,2025-12-18 00:04:35,2025-12-18 00:04:35,,
232b9699-704f-4cb5-b01d-9c1c3c66616d,Cliente Exemplo 20,cliente_20@provedor.com.br,14170269656,11992750922,,,,,,,,True,2025-10-14 06:35:35,2025-10-14 06:35:35,,
1eb6c38d-2da0-4acc-a684-cc4c728436c2,Cliente Exemplo 21,cliente_21@provedor.com.br,13327718744,11971900786,,,,,,,,True,2025-05-05 13:52:35,2025-05-05 13:52:35,,
96034460-d80c-4c23-9e68-210b5d2a19a1,Cliente Exemplo 22,cliente_22@provedor.com.br,34505832556,11987044956,,,,,,,,True,2026-03-01 00:37:35,2026-03-01 00:37:35,,
d6638c75-6436-4f6b-9d31-1554ea6ac97c,Cliente Exemplo 23,cliente_23@provedor.com.br,11231735211,11966570751,,,,,,,,True,2025-10-28 00:37:35,2025-10-28 00:37:35,,
0d3dff3d-af73-48d9-8394-4b6474145723,Cliente Exemplo 24,cliente_24@provedor.com.br,1240261818,11935292700,,,,,,,,True,2025-11-02 03:02:35,2025-11-02 03:02:35,,
ccbf8e6f-a684-4550-8e56-9a6d28b8b558,Cliente Exemplo 25,cliente_25@provedor.com.br,26122806041,11946723516,,,,,,,,True,2025-07-09 10:59:35,2025-07-09 10:59:35,,
b67c51a0-a475-45d9-9354-9b989c3ffcb2,Cliente Exemplo 26,cliente_26@provedor.com.br,70862252084,11938100582,,,,,,,,True,2025-11-22 08:23:35,2025-11-22 08:23:35,,
433f79d4-7c31-4eee-82f2-2b6c0cb639c8,Cliente Exemplo 27,cliente_27@provedor.com.br,38812992834,11928512256,,,,,,,,True,2025-05-11 10:08:35,2025-05-11 10:08:35,,
61210006-999f-4010-8e71-259b1c77b159,Cliente Exemplo 28,cliente_28@provedor.com.br,66548053797,11984243236,,,,,,,,True,2025-05-25 18:02:35,2025-05-25 18:02:35,,
d0fb6e42-e1e2-4cdc-8a7e-f9d007dd758b,Cliente Exemplo 29,cliente_29@provedor.com.br,3244202712,11955093060,,,,,,,,True,2025-12-13 22:03:35,2025-12-13 22:03:35,,
3a012d01-8f6a-4c7f-88aa-d2f221e0090f,Cliente Exemplo 30,cliente_30@provedor.com.br,79522507278,11911086849,,,,,,,,True,2025-05-05 07:58:35,2025-05-05 07:58:35,,
cea87339-3e2a-4bcb-bb52-3c19028191ca,Cliente Exemplo 31,cliente_31@provedor.com.br,10535643559,11948209297,,,,,,,,True,2025-04-13 14:24:35,2025-04-13 14:24:35,,
f133972f-4d45-48dd-9ee4-6c6cb49744c6,Cliente Exemplo 32,cliente_32@provedor.com.br,75641103147,11982169176,,,,,,,,True,2025-04-20 18:06:35,2025-04-20 18:06:35,,
a1cc1fdc-3f10-4862-a622-65781408e6cd,Cliente Exemplo 33,cliente_33@provedor.com.br,81202753894,11928768782,,,,,,,,True,2025-10-17 07:10:35,2025-10-17 07:10:35,,
f5333f21-f0ef-4122-a06c-fe127dc39330,Cliente Exemplo 34,cliente_34@provedor.com.br,66514621364,11996490645,,,,,,,,True,2025-06-08 13:39:35,2025-06-08 13:39:35,,
7d669bd0-43bb-4d93-8992-822d32327f2d,Cliente Exemplo 35,cliente_35@provedor.com.br,3303045485,11950304858,,,,,,,,True,2025-04-23 05:46:35,2025-04-23 05:46:35,,
e3aab414-621b-42fe-b047-1cde75b9db6b,Cliente Exemplo 36,cliente_36@provedor.com.br,39947583858,11942726225,,,,,,,,True,2026-03-20 22:55:35,2026-03-20 22:55:35,,
6fafa215-a00f-4d3b-937f-a9c69da2d67d,Cliente Exemplo 37,cliente_37@provedor.com.br,41802551116,11920710459,,,,,,,,True,2025-07-03 17:06:35,2025-07-03 17:06:35,,
24c97268-262c-477f-9177-db15eda514ce,Cliente Exemplo 38,cliente_38@provedor.com.br,66347984873,11971525678,,,,,,,,True,2025-12-07 14:55:35,2025-12-07 14:55:35,,
56c34c30-8a0d-4df0-af62-3b341b58c578,Cliente Exemplo 39,cliente_39@provedor.com.br,82045217147,11935192345,,,,,,,,True,2025-04-28 03:32:35,2025-04-28 03:32:35,,
4281c2b6-33d8-4114-8f38-4477d3543e27,Cliente Exemplo 40,cliente_40@provedor.com.br,38874833290,11933187619,,,,,,,,True,2025-11-17 02:15:35,2025-11-17 02:15:35,,
df787c05-420c-4bc7-8f88-32499b703c69,Cliente Exemplo 41,cliente_41@provedor.com.br,78446086460,11984581749,,,,,,,,True,2025-11-07 15:46:35,2025-11-07 15:46:35,,
526e0628-1c12-47ca-8f0d-2fbf4435a30d,Cliente Exemplo 42,cliente_42@provedor.com.br,17367381649,11994849125,,,,,,,,True,2025-12-16 12:06:35,2025-12-16 12:06:35,,
d859c8be-308b-436a-ad27-f08a8206573f,Cliente Exemplo 43,cliente_43@provedor.com.br,74974975595,11978983513,,,,,,,,True,2025-06-18 17:53:35,2025-06-18 17:53:35,,
c034e957-e228-40ae-ab13-72bfb989bac7,Cliente Exemplo 44,cliente_44@provedor.com.br,52477275982,11952155681,,,,,,,,True,2025-06-25 08:49:35,2025-06-25 08:49:35,,
4b55f76b-1041-48f8-8ec7-de9e1268c586,Cliente Exemplo 45,cliente_45@provedor.com.br,34014437217,11941559948,,,,,,,,True,2025-05-07 15:18:35,2025-05-07 15:18:35,,
606e0b8a-8a85-4452-9ed3-a9a04f8e172a,Cliente Exemplo 46,cliente_46@provedor.com.br,49380947598,11954871919,,,,,,,,True,2025-07-04 19:39:35,2025-07-04 19:39:35,,
1bbfc431-1ab5-4284-8c1e-9ac89c509237,Cliente Exemplo 47,cliente_47@provedor.com.br,52597228615,11910109604,,,,,,,,True,2025-09-13 11:08:35,2025-09-13 11:08:35,,
3da0fad2-6f7e-4719-b9bf-8c4894f7ed9f,Cliente Exemplo 48,cliente_48@provedor.com.br,42720858703,11948468715,,,,,,,,True,2025-03-28 08:48:35,2025-03-28 08:48:35,,
5a136209-1b12-44dd-a11c-25b5ee73db41,Cliente Exemplo 49,cliente_49@provedor.com.br,57910434156,11962166945,,,,,,,,True,2025-08-03 02:59:35,2025-08-03 02:59:35,,
6bd83e80-2ed4-466e-8d14-3aed6cda9ab4,Cliente Exemplo 50,cliente_50@provedor.com.br,21566162609,11946108310,,,,,,,,True,2025-07-04 06:17:35,2025-07-04 06:17:35,,
f6779fc8-0e6c-4ee6-a904-58f781661d8f,Cliente Exemplo 51,cliente_51@provedor.com.br,29073495004,11992622903,,,,,,,,True,2025-06-27 21:11:35,2025-06-27 21:11:35,,
8ba08f20-78ef-4c10-a7a5-d162f5686072,Cliente Exemplo 52,cliente_52@provedor.com.br,83118947976,11925208083,,,,,,,,True,2026-01-04 00:06:35,2026-01-04 00:06:35,,
5031369f-dfd0-412f-9058-ea5531549b0d,Cliente Exemplo 53,cliente_53@provedor.com.br,75700225876,11990628425,,,,,,,,True,2025-12-18 14:59:35,2025-12-18 14:59:35,,
fe793e33-62cb-46ae-8a1d-669b1c2c3262,Cliente Exemplo 54,cliente_54@provedor.com.br,47405813240,11915932812,,,,,,,,True,2025-04-08 19:46:35,2025-04-08 19:46:35,,
026e2217-e991-4502-aab4-4c7c37177b39,Cliente Exemplo 55,cliente_55@provedor.com.br,51955852644,11908012675,,,,,,,,True,2025-09-05 15:28:35,2025-09-05 15:28:35,,
9903f6ac-8e34-4482-b6fa-63d6ee2bbdab,Cliente Exemplo 56,cliente_56@provedor.com.br,66709940853,11999232687,,,,,,,,True,2025-08-29 21:39:35,2025-08-29 21:39:35,,
3084efc5-ba1c-4c1a-9c65-49dcfc901b12,Cliente Exemplo 57,cliente_57@provedor.com.br,55977923538,11907334925,,,,,,,,True,2026-01-22 18:42:35,2026-01-22 18:42:35,,
6f67bb04-a423-4b66-8ca6-ca739a931982,Cliente Exemplo 58,cliente_58@provedor.com.br,91880683192,11902149128,,,,,,,,True,2026-01-01 14:34:35,2026-01-01 14:34:35,,
967bc3ae-109d-40b7-9c8e-11b1bda55563,Cliente Exemplo 59,cliente_59@provedor.com.br,52639796720,11963572476,,,,,,,,True,2025-04-13 18:11:35,2025-04-13 18:11:35,,
f9d42d81-bb9d-4c47-b269-933ff37c8584,Cliente Exemplo 60,cliente_60@provedor.com.br,34616601490,11913031059,,,,,,,,True,2025-05-08 21:27:35,2025-05-08 21:27:35,,
d23f7aae-25a9-4c98-ab0d-0caa6a2e064e,Cliente Exemplo 61,cliente_61@provedor.com.br,45208761109,11913584718,,,,,,,,True,2025-05-31 16:50:35,2025-05-31 16:50:35,,
69f02e4c-a600-4282-b562-545ca2189d32,Cliente Exemplo 62,cliente_62@provedor.com.br,89422382283,11968800679,,,,,,,,True,2025-07-11 03:38:35,2025-07-11 03:38:35,,
0cb48ee3-c90d-4903-bbc8-4013673d0729,Cliente Exemplo 63,cliente_63@provedor.com.br,5676275313,11991373628,,,,,,,,True,2025-11-13 05:26:35,2025-11-13 05:26:35,,
c6ba5d11-cb81-47df-906d-f3a92600f69c,Cliente Exemplo 64,cliente_64@provedor.com.br,32592144192,11960347765,,,,,,,,True,2025-10-06 13:52:35,2025-10-06 13:52:35,,
06b91890-d467-40d7-b87d-46581f50b26b,Cliente Exemplo 65,cliente_65@provedor.com.br,92757628424,11929500892,,,,,,,,True,2025-07-18 19:33:35,2025-07-18 19:33:35,,
9cad9af2-f6d2-4922-9bc4-9df6ef1e4112,Cliente Exemplo 66,cliente_66@provedor.com.br,41522593926,11931886808,,,,,,,,True,2025-09-15 08:18:35,2025-09-15 08:18:35,,
6bf2154f-df70-4fb0-8789-a8004a2a9628,Cliente Exemplo 67,cliente_67@provedor.com.br,19623563844,11969257654,,,,,,,,True,2026-02-18 18:30:35,2026-02-18 18:30:35,,
86e2a0a2-11a8-43c1-93fb-13cec98e531d,Cliente Exemplo 68,cliente_68@provedor.com.br,89492588514,11972516079,,,,,,,,True,2025-05-18 15:34:35,2025-05-18 15:34:35,,
b8041db6-ee33-4056-b17d-4c1ec384c40a,Cliente Exemplo 69,cliente_69@provedor.com.br,90127425144,11954925360,,,,,,,,True,2025-08-23 15:57:35,2025-08-23 15:57:35,,
02e59b01-484f-4e6c-9653-65a37dc59af2,Cliente Exemplo 70,cliente_70@provedor.com.br,85083847250,11990288907,,,,,,,,True,2026-02-06 17:56:35,2026-02-06 17:56:35,,
4cf25785-05e9-4ad1-b223-ae6d46120be5,Cliente Exemplo 71,cliente_71@provedor.com.br,3492118224,11973482517,,,,,,,,True,2026-01-05 05:55:35,2026-01-05 05:55:35,,
9f81ac67-a828-4691-8cc4-2ab37e93fd0a,Cliente Exemplo 72,cliente_72@provedor.com.br,48455921867,11988366198,,,,,,,,True,2025-06-17 03:18:35,2025-06-17 03:18:35,,
3069761d-19cc-4cfd-9e89-4f17cb04b975,Cliente Exemplo 73,cliente_73@provedor.com.br,13354823248,11932445963,,,,,,,,True,2026-03-09 03:17:35,2026-03-09 03:17:35,,
8e075567-22eb-4c76-b104-c10e7329e1ac,Cliente Exemplo 74,cliente_74@provedor.com.br,84899584774,11992655384,,,,,,,,True,2025-10-04 22:34:35,2025-10-04 22:34:35,,
21669d93-f7c4-4246-b140-2f3386370b6a,Cliente Exemplo 75,cliente_75@provedor.com.br,61931038908,11969302827,,,,,,,,True,2026-02-11 05:21:35,2026-02-11 05:21:35,,
699e6e2b-274c-4f1d-9b7d-8c93a1b4e2ac,Cliente Exemplo 76,cliente_76@provedor.com.br,82622437018,11966262205,,,,,,,,True,2026-03-05 01:15:35,2026-03-05 01:15:35,,
e4802bf0-9232-4322-bf69-15ba67d2b52c,Cliente Exemplo 77,cliente_77@provedor.com.br,20235070503,11928008027,,,,,,,,True,2025-05-13 21:31:35,2025-05-13 21:31:35,,
e83e75b9-adaf-43ef-85ec-47268d88c378,Cliente Exemplo 78,cliente_78@provedor.com.br,40474636275,11986014904,,,,,,,,True,2025-05-11 12:14:35,2025-05-11 12:14:35,,
178b81d1-7a9d-4464-be13-e1d01413024c,Cliente Exemplo 79,cliente_79@provedor.com.br,30098536645,11916993004,,,,,,,,True,2025-03-31 17:40:35,2025-03-31 17:40:35,,
e85f3496-b451-47a9-b30b-5b7ec5c9e46d,Cliente Exemplo 80,cliente_80@provedor.com.br,33015658075,11947638971,,,,,,,,True,2025-04-13 18:49:35,2025-04-13 18:49:35,,
c1ce7699-e406-4e2b-ae97-606ee7765fa3,Cliente Exemplo 81,cliente_81@provedor.com.br,61357454378,11906916632,,,,,,,,True,2026-02-17 15:26:35,2026-02-17 15:26:35,,
7f6c5155-d0fc-4dda-b9ee-7cf4dc6669d1,Cliente Exemplo 82,cliente_82@provedor.com.br,47456251168,11955160840,,,,,,,,True,2025-04-30 07:05:35,2025-04-30 07:05:35,,
470785c1-8cf0-440d-9b7b-9560cf37cacf,Cliente Exemplo 83,cliente_83@provedor.com.br,27378432056,11920234243,,,,,,,,True,2026-01-26 01:03:35,2026-01-26 01:03:35,,
3a266eb7-6a9c-42ab-8ec6-bedc5f1163fe,Cliente Exemplo 84,cliente_84@provedor.com.br,9365358159,11905033482,,,,,,,,True,2026-01-15 08:32:35,2026-01-15 08:32:35,,
a140d95f-638f-48a6-bd7e-51e4e595b9c9,Cliente Exemplo 85,cliente_85@provedor.com.br,11626984191,11939985406,,,,,,,,True,2025-09-07 02:47:35,2025-09-07 02:47:35,,
a10bc1ee-4594-4ebf-bf32-eba2f61d0c7e,Cliente Exemplo 86,cliente_86@provedor.com.br,3960843189,11994245417,,,,,,,,True,2026-01-30 18:29:35,2026-01-30 18:29:35,,
9de5cd17-de4e-4050-a627-975945e84c30,Cliente Exemplo 87,cliente_87@provedor.com.br,51136968516,11915174329,,,,,,,,True,2025-08-09 23:22:35,2025-08-09 23:22:35,,
b1b7f531-0620-4687-a3ea-2cc6a65e9711,Cliente Exemplo 88,cliente_88@provedor.com.br,34311655701,11989016428,,,,,,,,True,2026-03-20 19:43:35,2026-03-20 19:43:35,,
01da2a74-f0b0-4e0f-a094-45d0623db9ad,Cliente Exemplo 89,cliente_89@provedor.com.br,26314587634,11974393699,,,,,,,,True,2025-09-23 05:14:35,2025-09-23 05:14:35,,
5cebb177-c6e1-4128-956a-99f9abb3d8c5,Cliente Exemplo 90,cliente_90@provedor.com.br,46725370287,11936992861,,,,,,,,True,2025-08-03 10:26:35,2025-08-03 10:26:35,,
81254da1-efa7-453a-828f-0ad412e6f4e8,Cliente Exemplo 91,cliente_91@provedor.com.br,20553958492,11995611626,,,,,,,,True,2025-12-28 18:00:35,2025-12-28 18:00:35,,
53954d0c-0d94-4156-a524-0c771669bd75,Cliente Exemplo 92,cliente_92@provedor.com.br,12465560160,11965684546,,,,,,,,True,2025-07-04 02:59:35,2025-07-04 02:59:35,,
addb72f7-bc5f-4677-aac1-96cfa6b87be6,Cliente Exemplo 93,cliente_93@provedor.com.br,45405719924,11925544340,,,,,,,,True,2025-12-27 18:11:35,2025-12-27 18:11:35,,
31d02d66-366d-4785-89e7-d6db16ee516b,Cliente Exemplo 94,cliente_94@provedor.com.br,79027549448,11938936090,,,,,,,,True,2025-08-26 01:14:35,2025-08-26 01:14:35,,
15623a92-42f8-4c01-80aa-b9a8d5764021,Cliente Exemplo 95,cliente_95@provedor.com.br,80318135198,11958332118,,,,,,,,True,2025-09-27 03:22:35,2025-09-27 03:22:35,,
b0f5c38b-3d77-4d7b-9e4f-f1bddcf97352,Cliente Exemplo 96,cliente_96@provedor.com.br,53265815446,11907343699,,,,,,,,True,2025-09-26 22:48:35,2025-09-26 22:48:35,,
5785bc1c-c594-4d6c-85ec-c24a238cd414,Cliente Exemplo 97,cliente_97@provedor.com.br,52715027296,11931943345,,,,,,,,True,2026-02-10 16:35:35,2026-02-10 16:35:35,,
e42d5a75-4fb9-407b-9e86-4dba34020360,Cliente Exemplo 98,cliente_98@provedor.com.br,36341981488,11917360405,,,,,,,,True,2025-08-23 17:30:35,2025-08-23 17:30:35,,
18befc6b-38e3-4446-9fea-ecd762053c56,Cliente Exemplo 99,cliente_99@provedor.com.br,23727227476,11911902058,,,,,,,,True,2025-11-04 12:59:35,2025-11-04 12:59:35,,
4491f29b-f996-4149-8bff-5265f9aeea77,Cliente Exemplo 100,cliente_100@provedor.com.br,78366591255,11961005151,,,,,,,,True,2025-09-04 02:31:35,2025-09-04 02:31:35,,
cd61f6dd-3038-4170-af8a-74640daff16d,Cliente Exemplo 101,cliente_101@provedor.com.br,44740319407,11908217268,,,,,,,,True,2025-10-02 07:53:35,2025-10-02 07:53:35,,
a2f60cc6-52d7-4827-be8a-9ebaac75e930,Cliente Exemplo 102,cliente_102@provedor.com.br,8374912261,11964378378,,,,,,,,True,2025-04-21 20:20:35,2025-04-21 20:20:35,,
7a03c0a3-5377-471d-a606-c3fa175b38e0,Cliente Exemplo 103,cliente_103@provedor.com.br,23833884147,11971867883,,,,,,,,True,2025-04-27 01:11:35,2025-04-27 01:11:35,,
8d40611d-03bf-4e54-817b-ed9cd0221b9d,Cliente Exemplo 104,cliente_104@provedor.com.br,35216303408,11946995460,,,,,,,,True,2025-09-08 15:15:35,2025-09-08 15:15:35,,
534e72df-1f8d-4fa9-85b2-998b8cd57b52,Cliente Exemplo 105,cliente_105@provedor.com.br,15696673882,11956708785,,,,,,,,True,2025-03-28 17:40:35,2025-03-28 17:40:35,,
0fc4a7af-2930-4191-998c-b459e964b8c0,Cliente Exemplo 106,cliente_106@provedor.com.br,70705893745,11953648573,,,,,,,,True,2025-12-31 18:51:35,2025-12-31 18:51:35,,
c15e7ef6-5b39-4906-b737-3456b2898e8b,Cliente Exemplo 107,cliente_107@provedor.com.br,24925499835,11991667472,,,,,,,,True,2025-10-30 00:38:35,2025-10-30 00:38:35,,
70881fc6-83cb-433b-a7ac-b9aec70a103a,Cliente Exemplo 108,cliente_108@provedor.com.br,95770692957,11983728396,,,,,,,,True,2025-10-03 06:53:35,2025-10-03 06:53:35,,
f1837f32-d2c9-40a5-909e-e98a4730b25a,Cliente Exemplo 109,cliente_109@provedor.com.br,42891665193,11959512982,,,,,,,,True,2025-10-13 18:37:35,2025-10-13 18:37:35,,
28a66dcf-650e-4064-9101-ead026c5c583,Cliente Exemplo 110,cliente_110@provedor.com.br,30073753039,11974696081,,,,,,,,True,2026-02-14 03:02:35,2026-02-14 03:02:35,,
6b54605f-5c58-499e-a6f9-a01c9480b46f,Cliente Exemplo 111,cliente_111@provedor.com.br,16533481208,11977500674,,,,,,,,True,2025-09-29 20:35:35,2025-09-29 20:35:35,,
88e30665-e648-457f-b850-6139507d3758,Cliente Exemplo 112,cliente_112@provedor.com.br,8387095975,11937855746,,,,,,,,True,2026-02-28 04:12:35,2026-02-28 04:12:35,,
43b764ca-4609-498f-924a-20a82b5c5fa1,Cliente Exemplo 113,cliente_113@provedor.com.br,48336767771,11908799991,,,,,,,,True,2025-06-29 21:17:35,2025-06-29 21:17:35,,
b549ec66-b598-44f8-916c-8129ebc83aa0,Cliente Exemplo 114,cliente_114@provedor.com.br,92939237815,11970719908,,,,,,,,True,2025-08-10 19:45:35,2025-08-10 19:45:35,,
3fd7c1cd-e6a7-4343-8c23-6b7d20b8bf0e,Cliente Exemplo 115,cliente_115@provedor.com.br,63619744850,11915926639,,,,,,,,True,2025-08-28 14:03:35,2025-08-28 14:03:35,,
916f993d-20ba-4427-884b-e31a182728fe,Cliente Exemplo 116,cliente_116@provedor.com.br,99718691355,11906653289,,,,,,,,True,2025-06-11 01:20:35,2025-06-11 01:20:35,,
f825715e-7891-433e-9dce-2bb67c4c8952,Cliente Exemplo 117,cliente_117@provedor.com.br,41135647472,11997599071,,,,,,,,True,2026-02-25 15:45:35,2026-02-25 15:45:35,,
65ade585-8bd2-4c17-a870-77451885528c,Cliente Exemplo 118,cliente_118@provedor.com.br,10735846946,11901636261,,,,,,,,True,2025-12-01 03:53:35,2025-12-01 03:53:35,,
d43e60e3-7a39-4d72-8142-f3bd7d6adcef,Cliente Exemplo 119,cliente_119@provedor.com.br,95396047888,11900948451,,,,,,,,True,2025-03-28 07:30:35,2025-03-28 07:30:35,,
f94d76eb-8c7e-47a6-b6cd-502b3bf2a0dd,Cliente Exemplo 120,cliente_120@provedor.com.br,89317717510,11989451027,,,,,,,,True,2026-01-06 04:07:35,2026-01-06 04:07:35,,
04f224e2-69c9-40bb-87ee-206d68facd0a,Cliente Exemplo 121,cliente_121@provedor.com.br,3210310305,11946538541,,,,,,,,True,2025-12-18 02:17:35,2025-12-18 02:17:35,,
1cf5098b-9b35-431e-89a7-36fcdc7876e9,Cliente Exemplo 122,cliente_122@provedor.com.br,52856849883,11968973243,,,,,,,,True,2026-02-18 23:32:35,2026-02-18 23:32:35,,
197a6ee7-b201-4894-9c4d-ecdf78b7e4a5,Cliente Exemplo 123,cliente_123@provedor.com.br,70184404335,11958856576,,,,,,,,True,2026-01-12 13:04:35,2026-01-12 13:04:35,,
07288c86-5aab-4e32-a3c4-8250f0959f8e,Cliente Exemplo 124,cliente_124@provedor.com.br,42683820683,11939755721,,,,,,,,True,2026-01-02 08:08:35,2026-01-02 08:08:35,,
2e770d5b-c037-466f-84e9-b4ccd6eced54,Cliente Exemplo 125,cliente_125@provedor.com.br,64497080988,11919742634,,,,,,,,True,2025-03-26 03:09:35,2025-03-26 03:09:35,,
a655c970-6367-45f9-b0ca-529d5a6ff790,Cliente Exemplo 126,cliente_126@provedor.com.br,25636402617,11934964926,,,,,,,,True,2025-06-28 12:35:35,2025-06-28 12:35:35,,
7d365bb2-9636-4081-9743-9f3734c46bf3,Cliente Exemplo 127,cliente_127@provedor.com.br,53851936604,11946068808,,,,,,,,True,2025-10-04 16:50:35,2025-10-04 16:50:35,,
f283c072-9402-4332-a148-ce351a3c3f4d,Cliente Exemplo 128,cliente_128@provedor.com.br,3264308674,11919753356,,,,,,,,True,2025-07-12 04:28:35,2025-07-12 04:28:35,,
f2f870a9-d60a-4581-89a0-3a2b771e5bb1,Cliente Exemplo 129,cliente_129@provedor.com.br,5689208409,11937859495,,,,,,,,True,2025-06-22 12:53:35,2025-06-22 12:53:35,,
aa7c7936-82d2-40b5-ad4c-a25221b7ee1b,Cliente Exemplo 130,cliente_130@provedor.com.br,34546827132,11962174889,,,,,,,,True,2025-11-05 00:02:35,2025-11-05 00:02:35,,
d04d7442-599a-4326-bc13-0d794db70976,Cliente Exemplo 131,cliente_131@provedor.com.br,94211993099,11940288702,,,,,,,,True,2025-04-21 15:25:35,2025-04-21 15:25:35,,
6e97d19a-160b-4e0d-b4f1-3370587902de,Cliente Exemplo 132,cliente_132@provedor.com.br,62667228420,11985338453,,,,,,,,True,2025-10-23 21:28:35,2025-10-23 21:28:35,,
0a05fd17-7eeb-43bb-95a4-561122f0f3d9,Cliente Exemplo 133,cliente_133@provedor.com.br,16899542687,11981088875,,,,,,,,True,2025-05-03 20:25:35,2025-05-03 20:25:35,,
b1ae2b76-c805-468c-a099-7033f6bcfaab,Cliente Exemplo 134,cliente_134@provedor.com.br,82887663934,11921743711,,,,,,,,True,2025-08-01 18:57:35,2025-08-01 18:57:35,,
25fda426-f99e-4201-8266-d8981d581aca,Cliente Exemplo 135,cliente_135@provedor.com.br,76851188845,11948537861,,,,,,,,True,2026-02-12 00:12:35,2026-02-12 00:12:35,,
90f72f64-4585-4f64-b146-421dff0a781b,Cliente Exemplo 136,cliente_136@provedor.com.br,51068529126,11928606965,,,,,,,,True,2025-09-07 05:48:35,2025-09-07 05:48:35,,
9d23a768-1e74-4ec5-9cb4-7080d7370f22,Cliente Exemplo 137,cliente_137@provedor.com.br,16388802631,11924235078,,,,,,,,True,2026-03-03 19:39:35,2026-03-03 19:39:35,,
a93c1a2f-dd69-4733-aa44-fb97a6c3aa12,Cliente Exemplo 138,cliente_138@provedor.com.br,17891739852,11951950190,,,,,,,,True,2025-11-15 02:09:35,2025-11-15 02:09:35,,
